condition_id,experiment_id,platform_id,comparability,phase,priority,workload,model,mode,gpus,precision,strategy,status,throughput_unit,throughput_tokens_sec,throughput_samples_sec,runtime_seconds,gpu_hours_estimate,actual_gpu_hours,throughput_tokens_per_gpu,throughput_samples_per_gpu,tokens_per_estimated_gpu_hour,samples_per_estimated_gpu_hour,tokens_per_actual_gpu_hour,samples_per_actual_gpu_hour,energy_joules,energy_scope,tokens_per_kwh
E058@h100,E058,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,fsdp,completed,training_tokens_per_second,2718180.1308089304,5308.945567986192,17.105932970065624,2.4,0.00267891656452169,679545.0327022326,1327.236391996548,2730666.666666667,5333.333333333334,2446362117.7280374,4778051.011187573,4672.018727860374,measured_region,5049842771.243507
E058@h100,E058,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,fsdp,completed,training_tokens_per_second,2715865.8022243395,5304.425394969413,16.77625480305869,2.4,0.0026811994067651944,678966.4505560849,1326.1063487423532,2730666.666666667,5333.333333333334,2444279222.0019054,4773982.855472472,4604.311241302656,measured_region,5124101904.397987
E058@h100,E058,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,fsdp,completed,training_tokens_per_second,2689956.712777271,5253.821704643107,17.071799692930654,2.4,0.0027070241477081757,672489.1781943177,1313.4554261607768,2730666.666666667,5333.333333333334,2420961041.4995437,4728439.534178796,4725.057965648745,measured_region,4993157792.247468
E056@h100,E056,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2557864.640586529,4995.829376145564,16.812298135017045,2.4,0.0028468190467295547,639466.1601466322,1248.957344036391,2730666.666666667,5333.333333333334,2302078176.5278764,4496246.438531009,5033.794440678843,measured_region,4686913674.770225
E043@h100,E043,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2550008.7935802937,4980.485924961511,16.286508050980046,2.0,0.002855589281146725,637502.1983950734,1245.1214812403778,3276800.0,6400.0,2295007914.222264,4482437.332465359,5020.497321524439,measured_region,4699327275.576787
E040@h100,E040,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2545008.1780114286,4970.719097678571,16.82963444897905,2.0,0.0028612001488606134,636252.0445028571,1242.6797744196429,3276800.0,6400.0,2290507360.2102857,4473647.187910714,5072.15254470218,measured_region,4651468935.9338455
E040@h100,E040,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2542426.0579620353,4965.6758944571,16.804487121058628,2.0,0.0028641060199071137,635606.5144905088,1241.418973614275,3276800.0,6400.0,2288183452.165832,4469108.305011391,5038.083908085149,measured_region,4682923196.681554
E056@h100,E056,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2541594.9586898773,4964.052653691167,16.910491438931786,2.4,0.002865042580007058,635398.7396724693,1241.0131634227916,2730666.666666667,5333.333333333334,2287435462.8208895,4467647.38832205,5005.525648856339,measured_region,4713383100.012785
E043@h100,E043,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2540077.766195801,4961.089387101174,16.4985719260294,2.0,0.0028667538745018343,635019.4415489503,1240.2723467752935,3276800.0,6400.0,2286069989.576221,4464980.448391057,5043.487321090797,measured_region,4677906079.259728
E040@h100,E040,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2537448.127486948,4955.953373997945,16.54403565498069,2.0,0.0028697247832961794,634362.031871737,1238.9883434994863,3276800.0,6400.0,2283703314.738253,4460358.036598151,5055.454433565769,measured_region,4666832687.355299
E043@h100,E043,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2537137.9068643013,4955.3474743443385,16.752311681048013,2.0,0.002870075669941596,634284.4767160753,1238.8368685860846,3276800.0,6400.0,2283424116.177871,4459812.726909905,5006.417124770959,measured_region,4712543803.6846285
E056@h100,E056,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,4,bf16,ddp,completed,training_tokens_per_second,2531094.9422947415,4943.544809169417,17.21035344793927,2.4,0.0028769279477031283,632773.7355736854,1235.8862022923543,2730666.666666667,5333.333333333334,2277985448.065267,4449190.328252475,5035.5813987096135,measured_region,4685250447.157062
E161@l40s,E161,l40s,exact,Inference batching,Should Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,1545906.5500072588,12077.39492193171,7.100174403749406,0.4,7.35993891592241e-05,1545906.5500072588,12077.39492193171,1024000.0,8000.0,5565263580.026132,43478621.71895415,,legacy_full_window,
E161@l40s,E161,l40s,exact,Inference batching,Should Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,1509612.1153116175,11793.844650872012,10.3021423779428,0.4,7.53688822603888e-05,1509612.1153116175,11793.844650872012,1024000.0,8000.0,5434603615.121823,42457840.743139245,,legacy_full_window,
E161@l40s,E161,l40s,exact,Inference batching,Should Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,1506494.5605961846,11769.488754657692,7.299945533275604,0.4,7.552485136936108e-05,1506494.5605961846,11769.488754657692,1024000.0,8000.0,5423380418.146265,42370159.516767696,,legacy_full_window,
E039@h100,E039,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1502366.8579966526,2934.310269524712,14.942052271100692,1.0,0.0024234353077675526,751183.4289983263,1467.155134762356,6553600.0,12800.0,2704260344.393975,5281758.485144482,4958.769363220727,measured_region,4757825636.132498
E039@h100,E039,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1499589.083378665,2928.884928473955,12.827440786059014,1.0,0.0024279243755801062,749794.5416893325,1464.4424642369775,6553600.0,12800.0,2699260350.081597,5271992.871253119,4938.213719321387,measured_region,4777630402.606829
E039@h100,E039,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1496895.1307990302,2923.623302341856,14.169123403960839,1.0,0.0024322938955285483,748447.5653995151,1461.811651170928,6553600.0,12800.0,2694411235.4382544,5262521.944215341,4848.966636166982,measured_region,4865564515.133433
E160@l40s,E160,l40s,exact,Inference batching,Must Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,1411683.1190808015,11028.774367818762,9.894178587943316,0.4,4.029862518008384e-05,1411683.1190808015,11028.774367818762,512000.0,4000.0,5082059228.690886,39703587.72414754,,legacy_full_window,
E160@l40s,E160,l40s,exact,Inference batching,Must Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,1407711.4234340268,10997.745495578334,10.013482954818755,0.4,4.0412323109598625e-05,1407711.4234340268,10997.745495578334,512000.0,4000.0,5067761124.362495,39591883.784081995,,legacy_full_window,
E160@l40s,E160,l40s,exact,Inference batching,Must Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,1369878.6399421806,10702.176874548286,11.641688571777195,0.4,4.1528415167704224e-05,1369878.6399421806,10702.176874548286,512000.0,4000.0,4931563103.79185,38527836.74837383,,legacy_full_window,
E059@h100,E059,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,fsdp,completed,training_tokens_per_second,1283765.3338971606,2507.354167767892,13.460654129041359,1.2,0.0014180507888603541,641882.6669485803,1253.677083883946,2730666.666666667,5333.333333333334,2310777601.0148892,4513237.501982206,2374.522118534853,measured_region,4967938562.42483
E059@h100,E059,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,fsdp,completed,training_tokens_per_second,1279253.017188656,2498.5410491965936,12.500607463996857,1.2,0.0014230526877670653,639626.508594328,1249.2705245982968,2730666.666666667,5333.333333333334,2302655430.9395804,4497373.888553868,2372.9553376337685,measured_region,4971218721.61448
E057@h100,E057,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,fsdp,completed,training_tokens_per_second,1279064.048906801,2498.171970521096,13.588204946019687,1.2,0.0014232629288582958,639532.0244534005,1249.085985260548,2730666.666666667,5333.333333333334,2302315288.0322423,4496709.546937973,2385.349438199663,measured_region,4945388634.087661
E057@h100,E057,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,fsdp,completed,training_tokens_per_second,1275391.3837244092,2490.9987963367366,10.87306210398674,1.2,0.00142736141052511,637695.6918622046,1245.4993981683683,2730666.666666667,5333.333333333334,2295704490.7039366,4483797.833406126,2375.4803406276355,measured_region,4965934593.625474
E059@h100,E059,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,fsdp,completed,training_tokens_per_second,1275200.530765583,2490.6260366515294,13.53914009500295,1.2,0.0014275750366505235,637600.2653827915,1245.3130183257647,2730666.666666667,5333.333333333334,2295360955.37805,4483126.865972754,2356.8449027125966,measured_region,5005199954.576099
E057@h100,E057,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,fsdp,completed,training_tokens_per_second,1274379.7642157737,2489.022976983933,13.441440477967262,1.2,0.0014284944688875436,637189.8821078868,1244.5114884919665,2730666.666666667,5333.333333333334,2293883575.5883923,4480241.358571079,2382.111250577582,measured_region,4952111282.434752
E055@h100,E055,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1263869.4148185686,2468.494950817517,12.251717919949442,1.2,0.0014403738417119408,631934.7074092843,1234.2474754087584,2730666.666666667,5333.333333333334,2274964946.673424,4443290.911471531,2450.2258946275947,measured_region,4814445894.913263
E042@h100,E042,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1260204.4975206289,2461.336909219978,10.76333925302606,1.0,0.001444562726149646,630102.2487603144,1230.668454609989,3276800.0,6400.0,2268368095.537132,4430406.4365959605,2469.6701263435766,measured_region,4776540750.996999
E042@h100,E042,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1259351.7813276635,2459.6714479055927,12.081014308030717,1.0,0.0014455408500119423,629675.8906638317,1229.8357239527963,3276800.0,6400.0,2266833206.3897943,4427408.606230067,2459.8413687909283,measured_region,4795626315.447429
E055@h100,E055,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1254164.4792212003,2449.539998478907,11.791940476978198,1.2,0.0014515196966628234,627082.2396106002,1224.7699992394535,2730666.666666667,5333.333333333334,2257496062.5981603,4409171.997262032,2175.7730408003513,measured_region,5421741964.254094
E055@h100,E055,h100,exact,Distributed training strategy,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1252780.1833235838,2446.8362955538746,10.760627140989527,1.2,0.0014531235955655575,626390.0916617919,1223.4181477769373,2730666.666666667,5333.333333333334,2255004329.982451,4404305.331996975,2473.2186010125424,measured_region,4769687562.260161
E042@h100,E042,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,1251991.472847995,2445.2958454062405,12.672680835006759,1.0,0.0014540390121854014,625995.7364239976,1222.6479227031202,3276800.0,6400.0,2253584651.126391,4401532.521731232,2472.823745942633,measured_region,4770449175.504506
E060@h100,E060,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero1,completed,training_tokens_per_second,1185639.2612673484,2315.70168216279,15.280459166038781,1.2,0.0015354117427745628,592819.6306336742,1157.850841081395,2730666.666666667,5333.333333333334,2134150670.281227,4168263.0278930217,2271.851770815948,measured_region,5192451440.510676
E061@h100,E061,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero2,completed,training_tokens_per_second,1184566.3499300156,2313.6061522070618,15.180235208012164,1.2,0.0015368024294730275,592283.1749650078,1156.8030761035309,2730666.666666667,5333.333333333334,2132219429.874028,4164491.073972711,2267.487271824349,measured_region,5202445961.475639
E060@h100,E060,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero1,completed,training_tokens_per_second,1184241.9468367868,2312.9725524155992,15.158931919955648,1.2,0.0015372234105598182,592120.9734183934,1156.4862762077996,2730666.666666667,5333.333333333334,2131635504.3062162,4163350.5943480786,2266.432984538254,measured_region,5204866007.720641
E060@h100,E060,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero1,completed,training_tokens_per_second,1177116.0267519227,2299.054739749849,15.968317733961158,1.2,0.0015465293166279379,588558.0133759613,1149.5273698749245,2730666.666666667,5333.333333333334,2118808848.1534607,4138298.531549728,2286.533180343216,measured_region,5159111663.636261
E061@h100,E061,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero2,completed,training_tokens_per_second,1169227.3280176136,2283.6471250344016,15.522806494962424,1.2,0.0015569636466938796,584613.6640088068,1141.8235625172008,2730666.666666667,5333.333333333334,2104609190.4317043,4110564.8250619224,2262.301355433252,measured_region,5214371627.223316
E061@h100,E061,h100,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero2,completed,training_tokens_per_second,1166332.0473550737,2277.9922799903784,15.067116484977305,1.2,0.001560828623866352,583166.0236775369,1138.9961399951892,2730666.666666667,5333.333333333334,2099397685.2391324,4100386.1039826805,2284.45083310443,measured_region,5163814352.690313
E038@h100,E038,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,ddp,completed,training_tokens_per_second,867086.5132728686,1693.5283462360715,18.927769838948734,0.8,0.0020994957441709833,867086.5132728686,1693.5283462360715,8192000.0,16000.0,3121511447.7823267,6096702.046449857,4748.8088322864605,measured_region,4968184829.760865
E038@h100,E038,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,ddp,completed,training_tokens_per_second,864211.8438740215,1687.9137575664483,14.83317983802408,0.8,0.0021064793977873504,864211.8438740215,1687.9137575664483,8192000.0,16000.0,3111162637.9464774,6076489.527239214,4811.43161080072,measured_region,4903521843.070249
E038@h100,E038,h100,exact,Strong scaling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,ddp,completed,training_tokens_per_second,864131.5333460083,1687.7569010664224,18.883432279923,0.8,0.002106675169456543,864131.5333460083,1687.7569010664224,8192000.0,16000.0,3110873520.04563,6075924.843839121,4647.390372895296,measured_region,5076603880.233484
E159@l40s,E159,l40s,exact,Inference batching,Should Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,739717.9404091414,5779.046409446417,9.795920358970761,0.4,3.845309528211752e-05,739717.9404091414,5779.046409446417,256000.0,2000.0,2662984585.472909,20804567.0740071,,legacy_full_window,
E159@l40s,E159,l40s,exact,Inference batching,Should Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,725831.6934222596,5670.5601048614035,9.760353969875723,0.4,3.918876056559384e-05,725831.6934222596,5670.5601048614035,256000.0,2000.0,2612994096.3201346,20414016.377501052,,legacy_full_window,
E159@l40s,E159,l40s,exact,Inference batching,Should Have,distilbert,distilbert-base-uncased-finetuned-sst-2-english,inference,1,bf16,none,completed,input_tokens_per_second,720588.1673838682,5629.595057686471,10.268125159665942,0.4,3.947392662262751e-05,720588.1673838682,5629.595057686471,256000.0,2000.0,2594117402.5819254,20266542.207671292,,legacy_full_window,
E026@h100,E026,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,691966.4623976289,1351.496996870369,8.40643115201965,0.5,0.0003288534458260983,691966.4623976289,1351.496996870369,1638400.0,3200.0,2491079264.631464,4865389.188733328,486.88234467779523,measured_region,6057151244.520158
E025@h100,E025,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,691605.5461634396,1350.792082350468,8.247560061980039,0.7,0.0003290250588906929,691605.5461634396,1350.792082350468,1170285.7142857143,2285.714285714286,2489779966.188383,4862851.496461686,485.7234208853345,measured_region,6071603454.131572
E013@h100,E013,h100,exact,Baseline profiling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,691461.8496398424,1350.5114250778172,10.089814121020027,0.7,0.0006581868708275982,691461.8496398424,1350.5114250778172,2340571.4285714286,4571.428571428572,2489262658.7034326,4861841.130280142,1165.7235392000987,measured_region,5059724541.590094
E012@h100,E012,h100,exact,Baseline profiling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,691269.9492216357,1350.1366195735072,12.956575991003774,1.0,0.0006583695871975377,691269.9492216357,1350.1366195735072,1638400.0,3200.0,2488571817.1978884,4860491.830464626,1159.8259403410011,measured_region,5085452734.628314
E026@h100,E026,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,691257.0324689901,1350.1113915409962,8.39255982497707,0.5,0.0003291909447095046,691257.0324689901,1350.1113915409962,1638400.0,3200.0,2488525316.8883643,4860401.009547587,486.65661539590104,measured_region,6059960774.6025505
E013@h100,E013,h100,exact,Baseline profiling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,691216.9993439225,1350.0332018435986,10.098886166000739,0.7,0.0006584200208372851,691216.9993439225,1350.0332018435986,2340571.4285714286,4571.428571428572,2488381197.638121,4860119.526636955,1172.3565130817076,measured_region,5031097566.46946
E026@h100,E026,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,690864.1800519824,1349.3441016640281,8.461393525940366,0.5,0.0003293781355670136,690864.1800519824,1349.3441016640281,1638400.0,3200.0,2487111048.1871367,4857638.765990501,484.1500611718499,measured_region,6091334560.325924
E025@h100,E025,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,690292.8291484847,1348.2281819306343,8.333434239029884,0.7,0.000329650759716363,690292.8291484847,1348.2281819306343,1170285.7142857143,2285.714285714286,2485054184.934545,4853621.454950283,472.1816457022296,measured_region,6245731969.556043
E025@h100,E025,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,689171.3448992288,1346.0377830063062,8.541968608042225,0.7,0.0003301871983502578,689171.3448992288,1346.0377830063062,1170285.7142857143,2285.714285714286,2481016841.6372232,4845736.018822702,492.96412069547046,measured_region,5982423215.384116
E013@h100,E013,h100,exact,Baseline profiling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,688694.8048047771,1345.1070406343304,9.79057745798491,0.7,0.0006608313405821617,688694.8048047771,1345.1070406343304,2340571.4285714286,4571.428571428572,2479301297.297198,4842385.3462835895,1174.1163316982968,measured_region,5023556730.0801525
E041@h100,E041,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,ddp,completed,training_tokens_per_second,688562.5251694355,1344.8486819715538,10.79277803003788,0.8,0.0006609582927841176,688562.5251694355,1344.8486819715538,2048000.0,4000.0,2478825090.6099677,4841455.255097593,1122.0373976853207,measured_region,5256723182.460432
E012@h100,E012,h100,exact,Baseline profiling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,688153.4552416853,1344.0497172689165,9.09964703291189,1.0,0.000661351196661902,688153.4552416853,1344.0497172689165,1638400.0,3200.0,2477352438.8700666,4838578.982168099,1158.0877350887522,measured_region,5093085628.394102
E041@h100,E041,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,ddp,completed,training_tokens_per_second,688072.7860319437,1343.8921602186401,10.762528268969618,0.8,0.0006614287330497366,688072.7860319437,1343.8921602186401,2048000.0,4000.0,2477062029.714998,4838011.776787105,1154.387914153692,measured_region,5109409001.673527
E012@h100,E012,h100,exact,Baseline profiling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,687928.725201381,1343.6107914089473,9.35783034504857,1.0,0.0006615672444523726,687928.725201381,1343.6107914089473,1638400.0,3200.0,2476543410.724972,4836998.8490722105,1145.5753119702008,measured_region,5148714308.320767
E041@h100,E041,h100,exact,Weak scaling,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,ddp,completed,training_tokens_per_second,687382.1837570169,1342.5433276504236,9.305051862029359,0.8,0.0006620932602931539,687382.1837570169,1342.5433276504236,2048000.0,4000.0,2474575861.525261,4833155.979541525,1142.3145604300564,measured_region,5163411379.243421
E024@h100,E024,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,645649.2926297741,1261.0337746675275,38.295735026942566,0.7,0.0003524445208151721,645649.2926297741,1261.0337746675275,1170285.7142857143,2285.714285714286,2324337453.4671865,4539721.588803099,512.3972497949185,measured_region,5755534404.566679
E024@h100,E024,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,644912.9858945864,1259.595675575364,37.173033898929134,0.7,0.0003528469119596088,644912.9858945864,1259.595675575364,1170285.7142857143,2285.714285714286,2321686749.220511,4534544.4320713105,511.41829156944704,measured_region,5766551663.511492
E024@h100,E024,h100,exact,Workload characterisation,Must Have,distilbert,distilbert-base-uncased,training,1,bf16,none,completed,training_tokens_per_second,644707.4178314947,1259.194175452138,37.40992967796046,0.7,0.0003529594188957061,644707.4178314947,1259.194175452138,1170285.7142857143,2285.714285714286,2320946704.193381,4533099.031627697,519.3771488918381,measured_region,5678185893.030429
E062@h100,E062,h100,exact,Distributed training strategy,Optional,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero3,completed,training_tokens_per_second,631483.9333603213,1233.3670573443776,19.095127286040224,1.2,0.0028828040560862672,315741.96668016067,616.6835286721888,2730666.666666667,5333.333333333334,1136671080.0485785,2220060.70321988,3124.40215888566,measured_region,3775595906.06841
E062@h100,E062,h100,exact,Distributed training strategy,Optional,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero3,completed,training_tokens_per_second,628418.5325459987,1227.3799463789037,18.51363931002561,1.2,0.002896866260562092,314209.26627299935,613.6899731894518,2730666.666666667,5333.333333333334,1131153358.5827975,2209283.9034820264,3117.325323172902,measured_region,3784167123.11348
E062@h100,E062,h100,exact,Distributed training strategy,Optional,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero3,completed,training_tokens_per_second,621179.8292326379,1213.2418539699959,18.330371038988233,1.2,0.0029306238850242356,310589.91461631894,606.6209269849979,2730666.666666667,5333.333333333334,1118123692.6187482,2183835.3371459926,3149.242012896077,measured_region,3745815644.429254
E082@l40s,E082,l40s,exact,Memory optimisation,Optional,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,618445.1652812514,1207.9007134399442,54.8592841103673,0.7,0.023548661018204357,309222.5826406257,603.9503567199721,37449142.85714286,73142.85714285714,1113201297.5062525,2174221.2841918995,,legacy_full_window,
E082@l40s,E082,l40s,exact,Memory optimisation,Optional,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,617577.8217673835,1206.2066831394209,58.0754137490876,0.7,0.02358173341438588,308788.91088369174,603.1033415697104,37449142.85714286,73142.85714285714,1111640079.1812904,2171172.029650958,,legacy_full_window,
E082@l40s,E082,l40s,exact,Memory optimisation,Optional,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,612647.2319595793,1196.5766249210533,58.77333648502827,0.7,0.023771519392935765,306323.61597978964,598.2883124605266,37449142.85714286,73142.85714285714,1102765017.5272427,2153837.924857896,,legacy_full_window,
E081@l40s,E081,l40s,exact,Memory optimisation,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,593640.3177280759,1159.4537455626482,33.45010373927653,0.7,0.012266312715493971,296820.15886403795,579.7268727813241,18724571.42857143,36571.42857142857,1068552571.9105365,2087016.7420127667,,legacy_full_window,
E081@l40s,E081,l40s,exact,Memory optimisation,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,591804.7677287934,1155.8686869702997,42.29333431785926,0.7,0.012304358083703037,295902.3838643967,577.9343434851498,18724571.42857143,36571.42857142857,1065248581.9118282,2080563.6365465394,,legacy_full_window,
E081@l40s,E081,l40s,exact,Memory optimisation,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,590412.1994845949,1153.1488271183493,41.9960814518854,0.7,0.01233337960180102,295206.09974229743,576.5744135591747,18724571.42857143,36571.42857142857,1062741959.0722709,2075667.888813029,,legacy_full_window,
E080@l40s,E080,l40s,exact,Memory optimisation,Optional,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,546495.0941458703,1067.373230753653,23.45367256598547,0.7,0.006662253564378867,273247.54707293515,533.6866153768265,9362285.714285715,18285.714285714286,983691169.4625665,1921271.8153565752,,legacy_full_window,
E080@l40s,E080,l40s,exact,Memory optimisation,Optional,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,546456.0667215162,1067.2970053154613,28.136619101278484,0.7,0.006662729376823538,273228.0333607581,533.6485026577307,9362285.714285715,18285.714285714286,983620920.0987291,1921134.6095678303,,legacy_full_window,
E080@l40s,E080,l40s,exact,Memory optimisation,Optional,distilbert,distilbert-base-uncased,training,2,bf16,ddp,completed,training_tokens_per_second,545803.639246552,1066.022732903422,30.438728600740433,0.7,0.006670693683748444,272901.819623276,533.011366451711,9362285.714285715,18285.714285714286,982446550.6437936,1918840.9192261593,,legacy_full_window,
E061@l40s,E061,l40s,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero2,completed,training_tokens_per_second,518942.5032099388,1013.5595765819118,19.34958696179092,1.2,0.0035079887139403986,259471.2516049694,506.7797882909559,2730666.666666667,5333.333333333334,934096505.7778898,1824407.237847441,,legacy_full_window,
E060@l40s,E060,l40s,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero1,completed,training_tokens_per_second,517950.09840604063,1011.6212859492981,22.38409261405468,1.2,0.0035147101044033964,258975.04920302032,505.81064297464906,2730666.666666667,5333.333333333334,932310177.1308731,1820918.3147087365,,legacy_full_window,
E060@l40s,E060,l40s,exact,Distributed training strategy,Should Have,distilbert,distilbert-base-uncased,training,2,bf16,deepspeed_zero1,completed,training_tokens_per_second,517160.8064834145,1010.0797001629189,20.232301380019635,1.2,0.0035200742624389627,258580.40324170724,505.03985008145946,2730666.666666667,5333.333333333334,930889451.6701461,1818143.4602932541,,legacy_full_window,
