condition_id,experiment_id,platform_id,comparability,phase,workload,mode,throughput_unit,required_trials,completed_trials,failed_trials,evidence_status,outliers_excluded,runtime_mean_seconds,runtime_median_seconds,runtime_std_seconds,runtime_cv_percent,runtime_ci95_low_seconds,runtime_ci95_high_seconds,throughput_tokens_mean,throughput_tokens_median,throughput_tokens_std,throughput_tokens_ci95_low,throughput_tokens_ci95_high,throughput_samples_mean,throughput_samples_median,throughput_samples_std,throughput_samples_ci95_low,throughput_samples_ci95_high
E061@l40s,E061,l40s,exact,Distributed training strategy,distilbert,training,training_tokens_per_second,3,3,0,sufficient,0,23.43802829924971,19.34958696179092,7.285028389490568,31.082087181044038,5.339553922520814,41.5365026759786,515658.9593650619,516772.16928051406,3959.3143425383187,505822.68346513284,525495.235264991,1007.1464050098865,1009.320643126004,7.733035825270154,987.9349286428376,1026.3578813769354
E062@h100,E062,h100,exact,Distributed training strategy,distilbert,training,training_tokens_per_second,3,3,0,sufficient,0,18.64637921168469,18.51363931002561,0.3992842852788075,2.1413502361284027,17.654422005783623,19.638336417585755,627027.431712986,628418.5325459987,5291.031242984894,613882.7206346081,640172.1427913639,1224.6629525644257,1227.3799463789037,10.33404539645487,1198.9896887394689,1250.3362163893826
E062@l40s,E062,l40s,exact,Distributed training strategy,distilbert,training,training_tokens_per_second,3,3,0,sufficient,0,21.016227933112532,21.101408505812287,0.2217753801199997,1.0552577790164577,20.465262882615068,21.567192983609996,512000.0129244725,512089.65184987726,463.5278766129769,510848.4529099801,513151.57293896494,1000.0000252431104,1000.1751012692915,0.9053278840097205,997.7508845898049,1002.2491658964159
E063@l40s,E063,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,51.959554178795464,52.06847437238321,0.28237343169493184,0.5434485267584678,51.258043073420474,52.661065284170455,90910.53222774707,90761.94392778832,306.06644477425806,90150.15966470879,91670.9047907853,88.77981662865925,88.63471086698078,0.2988930124748614,88.03726529756717,89.52236795975126
E064@l40s,E064,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,75.0480599628451,74.8285472560674,0.4193145273537202,0.558728003843557,74.00634086123537,76.08977906445483,53313.847536517016,53382.70281513459,402.7662421062868,52313.23997222971,54314.45510080432,52.0643042348799,52.13154571790487,0.3933264083069207,51.08714841038058,53.04146005937922
E065@l40s,E065,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,34.97578014526516,35.150568837765604,0.9226550650125904,2.637982801757446,32.68359291415168,37.26796737637864,45021.696420431974,45040.54276208177,92.76371477017021,44791.23997948247,45252.15286138148,43.9665004105781,43.98490504109548,0.09058956520524435,43.74144529246335,44.19155552869285
E066@l40s,E066,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,47.94925237198671,45.95592117123306,3.971566339037194,8.282853522357513,38.08253836902727,57.81596637494615,45782.58321514661,45775.61692296712,72.61957987728348,45602.171618185115,45962.9948121081,44.70955392104161,44.70275090133508,0.07091755847390965,44.5333707208839,44.88573712119932
E069@l40s,E069,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,53.35939942657327,50.29460664186627,5.8067621364670945,10.882360369249762,38.933438384305006,67.78536046884153,87669.08697040279,87567.27160511955,185.33876312887259,87208.6427996784,88129.53114112717,85.61434274453397,85.51491367687456,0.18099488586803963,85.16469023406094,86.063995255007
E070@l40s,E070,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,85.6483380687423,85.62958575226367,1.5355185335560377,1.7928176636931514,81.833590706241,89.46308543124361,90928.02128122619,90938.03993358728,87.84417566549774,90709.78663924176,91146.25592321061,88.79689578244745,88.80667962264383,0.08578532779833764,88.58377601488453,89.01001555001037
E071@l40s,E071,l40s,exact,Memory optimisation,gpt2_small,training,training_tokens_per_second,3,3,0,sufficient,0,157.60132976683477,156.87702908506617,1.4581080278997285,0.9251876428053902,153.97889628126103,161.2237632524085,92605.44288419573,92505.1150621192,227.2272861286255,92040.93345529285,93169.9523130986,90.43500281659739,90.33702642785079,0.22190164660998585,89.88372407743442,90.98628155576036
